Model,MDO3104
Firmware Version,1.26

Waveform Type,ANALOG,,
Point Format,Y,,
Horizontal Units,s,,
Horizontal Scale,0.0002,,
Horizontal Delay,0.000892,,
Sample Interval,2e-07,,
Record Length,10000,,
Gating,0.0% to 100.0%,,
Probe Attenuation,1,1,1
Vertical Units,V,V,V
Vertical Offset,0,0,0
Vertical Scale,1,0.1,0.02
Vertical Position,-0.04,-5,-0.22
,,,
,,,
,,,
Label,,,
TIME,CH1,CH2,CH3
1.4454e-03,-0.16,inf,0.0036
1.4456e-03,-0.08,inf,-0.0012
1.4458e-03,-0.08,inf,0.0044
1.4460e-03,-0.12,inf,0.0012
1.4462e-03,-0.16,inf,0.0052
1.4464e-03,-0.12,inf,0.002
1.4466e-03,-0.12,inf,0.0044
1.4468e-03,-0.04,inf,-0.0012
1.4470e-03,-0.08,inf,-0.0004
1.4472e-03,-0.08,inf,-0.002
1.4474e-03,-0.08,inf,0.0036
1.4476e-03,-0.12,inf,0.0012
1.4478e-03,-0.08,inf,0.0028
1.4480e-03,-0.12,inf,-0.002
1.4482e-03,-0.08,inf,0.0036
1.4484e-03,-0.04,inf,-0.0004
1.4486e-03,-0.04,inf,0.0004
1.4488e-03,-0.12,inf,-0.0044
1.4490e-03,-0.04,inf,0.0012
1.4492e-03,-0.12,inf,-0.0004
1.4494e-03,-0.08,inf,-0.0004
1.4496e-03,-0.12,inf,-0.0012
1.4498e-03,-0.12,inf,-0.0004
1.4500e-03,-0.12,inf,0.0004
1.4502e-03,-0.12,inf,-0.0036
1.4504e-03,-0.08,inf,-0.0012
1.4506e-03,-0.04,inf,-0.0044
1.4508e-03,-0.08,inf,0.0004
1.4510e-03,-0.04,inf,0.0012
1.4512e-03,-0.08,inf,0.0044
1.4514e-03,-0.04,inf,-0.0004
1.4516e-03,-0.12,inf,0.0012
1.4518e-03,-0.08,inf,-0.0036
1.4520e-03,-0.08,inf,-0.002
1.4522e-03,-0.08,inf,-0.0036
1.4524e-03,-0.08,inf,-0.0012
1.4526e-03,-0.08,inf,0.002
1.4528e-03,-0.08,inf,0.0036
1.4530e-03,-0.12,inf,0.0036
1.4532e-03,-0.12,inf,0.002
1.4534e-03,-0.12,inf,0.0012
1.4536e-03,-0.12,inf,0.0004
1.4538e-03,-0.08,inf,-0.0004
1.4540e-03,-0.12,inf,-0.002
1.4542e-03,-0.08,inf,-0.0004
1.4544e-03,-0.16,inf,0.0012
1.4546e-03,-0.12,inf,0.0028
1.4548e-03,-0.08,inf,0.0028
1.4550e-03,-0.04,inf,0.002
1.4552e-03,-0.08,inf,0.0012
1.4554e-03,-0.12,inf,-0.0004
1.4556e-03,-0.08,inf,-0.0012
1.4558e-03,-0.04,inf,-0.0036
1.4560e-03,-0.04,inf,0.0012
1.4562e-03,-0.08,inf,0.0012
1.4564e-03,-0.08,inf,0.0028
1.4566e-03,-0.08,inf,-0.0012
1.4568e-03,-0.08,inf,-0.0004
1.4570e-03,-0.16,inf,-0.0036
1.4572e-03,-0.08,inf,-0.0004
1.4574e-03,-0.08,inf,-0.0028
1.4576e-03,-0.04,inf,0.0004
1.4578e-03,-0.08,inf,-0.0004
1.4580e-03,-0.12,inf,0.0036
1.4582e-03,-0.04,inf,-0.0004
1.4584e-03,-0.08,inf,0.0012
1.4586e-03,-0.08,inf,-0.0012
1.4588e-03,-0.04,inf,0.0012
1.4590e-03,-0.04,inf,-0.0004
1.4592e-03,-0.12,inf,0.002
1.4594e-03,-0.12,inf,0.0004
1.4596e-03,-0.08,inf,0.0036
1.4598e-03,-0.2,inf,0.002
1.4600e-03,-0.04,inf,0.0036
1.4602e-03,-0.08,inf,-0.002
1.4604e-03,-0.08,inf,0.0012
1.4606e-03,-0.16,inf,-0.0036
1.4608e-03,-0.12,inf,0.0036
1.4610e-03,-0.08,inf,0.0004
1.4612e-03,-0.08,inf,0.0052
1.4614e-03,-0.12,inf,0.0004
1.4616e-03,-0.12,inf,0.0084
1.4618e-03,-0.04,inf,-0.0044
1.4620e-03,-0.12,inf,0.0012
1.4622e-03,-0.04,inf,-0.0068
1.4624e-03,-0.08,inf,0.0004
1.4626e-03,-0.08,inf,-0.0044
1.4628e-03,-0.12,inf,0.0044
1.4630e-03,-0.12,inf,-0.0012
1.4632e-03,-0.08,inf,0.0044
1.4634e-03,-0.08,inf,-0.0012
1.4636e-03,-0.04,inf,0.0012
1.4638e-03,-0.12,inf,-0.0076
1.4640e-03,-0.04,inf,-0.0012
1.4642e-03,-0.12,inf,-0.006
1.4644e-03,-0.12,inf,0.0012
1.4646e-03,-0.2,inf,-0.0012
1.4648e-03,-0.12,inf,0.0012
1.4650e-03,-0.08,inf,-0.0012
1.4652e-03,-0.08,inf,0.0012
1.4654e-03,-0.08,inf,-0.0036
1.4656e-03,-0.04,inf,-0.0036
1.4658e-03,-0.08,inf,-0.0036
1.4660e-03,-0.08,inf,-0.0004
1.4662e-03,-0.16,inf,-0.0012
1.4664e-03,-0.08,inf,0.0012
1.4666e-03,-0.08,inf,-0.0004
1.4668e-03,-0.12,inf,-0.0012
1.4670e-03,-0.08,inf,-0.0012
1.4672e-03,-0.12,inf,-0.0012
1.4674e-03,-0.04,inf,-0.0044
1.4676e-03,-0.08,inf,-0.0044
1.4678e-03,-0.16,inf,-0.0012
1.4680e-03,-0.08,inf,0.0012
1.4682e-03,-0.08,inf,0.0004
1.4684e-03,-0.12,inf,-0.0004
1.4686e-03,-0.12,inf,-0.0036
1.4688e-03,-0.16,inf,-0.0012
1.4690e-03,-0.12,inf,-0.0036
1.4692e-03,-0.08,inf,-0.0044
1.4694e-03,-0.12,inf,-0.0028
1.4696e-03,-0.08,inf,-0.002
1.4698e-03,-0.12,inf,-0.0012
1.4700e-03,-0.08,inf,-0.0044
1.4702e-03,-0.04,inf,-0.0028
1.4704e-03,-0.08,inf,-0.0076
1.4706e-03,-0.12,inf,-0.0052
1.4708e-03,-0.12,inf,-0.0068
1.4710e-03,-0.08,inf,0.0004
1.4712e-03,-0.08,inf,-0.0052
1.4714e-03,-0.08,inf,0.002
1.4716e-03,-0.16,inf,-0.0036
1.4718e-03,-0.12,inf,0.0004
1.4720e-03,-0.08,inf,-0.0076
1.4722e-03,-0.12,inf,-0.0028
1.4724e-03,-0.12,inf,-0.0084
1.4726e-03,-0.08,inf,-0.0012
1.4728e-03,-0.16,inf,-0.0036
1.4730e-03,-0.12,inf,0.0012
1.4732e-03,-0.04,inf,-0.002
1.4734e-03,-0.08,inf,0.0012
1.4736e-03,-0.08,inf,-0.0036
1.4738e-03,-0.12,inf,-0.0036
1.4740e-03,-0.04,inf,-0.006
1.4742e-03,-0.08,inf,-0.0052
1.4744e-03,-0.08,inf,-0.006
1.4746e-03,-0.08,inf,-0.0028
1.4748e-03,-0.08,inf,-0.002
1.4750e-03,-0.08,inf,-0.0028
1.4752e-03,-0.12,inf,-0.002
1.4754e-03,-0.12,inf,-0.0036
1.4756e-03,-0.12,inf,-0.0052
1.4758e-03,-0.04,inf,-0.006
1.4760e-03,-0.12,inf,-0.006
1.4762e-03,-0.08,inf,-0.0012
1.4764e-03,-0.12,inf,-0.0052
1.4766e-03,-0.12,inf,-0.0012
1.4768e-03,-0.08,inf,-0.0036
1.4770e-03,-0.08,inf,0.0004
1.4772e-03,-0.04,inf,-0.006
1.4774e-03,-0.08,inf,-0.0036
1.4776e-03,-0.12,inf,-0.0068
1.4778e-03,-0.16,inf,-0.0004
1.4780e-03,-0.08,inf,-0.0028
1.4782e-03,-0.12,inf,0.0012
1.4784e-03,-0.08,inf,-0.0036
1.4786e-03,-0.12,inf,0.0012
1.4788e-03,-0.12,inf,-0.0036
1.4790e-03,-0.08,inf,0.0004
1.4792e-03,-0.08,inf,-0.006
1.4794e-03,-0.08,inf,0.0004
1.4796e-03,-0.08,inf,-0.002
1.4798e-03,-0.08,inf,0.002
1.4800e-03,-0.12,inf,-0.002
1.4802e-03,-0.08,inf,-0.0012
1.4804e-03,-0.08,inf,-0.0044
1.4806e-03,-0.04,inf,-0.002
1.4808e-03,-0.12,inf,-0.0036
1.4810e-03,-0.12,inf,-0.0004
1.4812e-03,-0.12,inf,-0.002
1.4814e-03,-0.04,inf,0.002
1.4816e-03,-0.08,inf,0.0004
1.4818e-03,-0.08,inf,0.0012
1.4820e-03,-0.08,inf,-0.0068
1.4822e-03,-0.16,inf,-0.002
1.4824e-03,-0.12,inf,-0.0068
1.4826e-03,-0.08,inf,-0.0004
1.4828e-03,-0.08,inf,-0.0036
1.4830e-03,-0.08,inf,0.002
1.4832e-03,-0.08,inf,-0.0012
1.4834e-03,-0.08,inf,0.0044
1.4836e-03,-0.04,inf,-0.0036
1.4838e-03,-0.12,inf,-0.0004
1.4840e-03,-0.12,inf,-0.0076
1.4842e-03,-0.08,inf,-0.002
1.4844e-03,-0.08,inf,-0.0036
1.4846e-03,-0.08,inf,0.0036
1.4848e-03,-0.08,inf,0.0004
1.4850e-03,-0.12,inf,0.0036
1.4852e-03,-0.08,inf,0.0012
1.4854e-03,-0.08,inf,0.0004
1.4856e-03,-0.08,inf,-0.0044
1.4858e-03,0,inf,-0.002
1.4860e-03,-0.04,inf,-0.002
1.4862e-03,-0.08,inf,0.0004
1.4864e-03,-0.08,inf,0.002
1.4866e-03,-0.08,inf,-0.0004
1.4868e-03,-0.12,inf,0.002
1.4870e-03,-0.12,inf,-0.0012
1.4872e-03,-0.04,inf,0.0004
1.4874e-03,-0.12,inf,-0.0068
1.4876e-03,-0.04,inf,-0.0004
1.4878e-03,-0.04,inf,-0.0012
1.4880e-03,-0.08,inf,0.0036
1.4882e-03,-0.04,inf,-0.002
1.4884e-03,-0.08,inf,0.0036
1.4886e-03,-0.08,inf,-0.0044
1.4888e-03,-0.12,inf,0.002
1.4890e-03,-0.08,inf,-0.0044
1.4892e-03,-0.08,inf,0.0004
1.4894e-03,-0.12,inf,-0.0036
1.4896e-03,-0.08,inf,0.0028
1.4898e-03,-0.04,inf,0.0004
1.4900e-03,-0.08,inf,0.002
1.4902e-03,-0.08,inf,-0.0044
1.4904e-03,-0.08,inf,0.0004
1.4906e-03,-0.12,inf,-0.0028
1.4908e-03,-0.08,inf,0.002
1.4910e-03,-0.08,inf,-0.0004
1.4912e-03,-0.08,inf,0.0028
1.4914e-03,-0.08,inf,0.0036
1.4916e-03,-0.08,inf,0.0044
1.4918e-03,-0.12,inf,-0.0004
1.4920e-03,-0.04,inf,0.002
1.4922e-03,-0.12,inf,-0.0036
1.4924e-03,-0.08,inf,0.0004
1.4926e-03,-0.12,inf,-0.0004
1.4928e-03,-0.12,inf,0.0036
1.4930e-03,-0.12,inf,0.0028
1.4932e-03,-0.04,inf,0.0052
1.4934e-03,-0.12,inf,0.0028
1.4936e-03,-0.08,inf,0.002
1.4938e-03,-0.08,inf,-0.0036
1.4940e-03,-0.08,inf,-0.0004
1.4942e-03,-0.12,inf,-0.002
1.4944e-03,-0.04,inf,0.0036
1.4946e-03,-0.16,inf,0.002
1.4948e-03,-0.08,inf,0.0036
1.4950e-03,-0.08,inf,0.0012
1.4952e-03,-0.12,inf,0.0036
1.4954e-03,-0.12,inf,-0.002
1.4956e-03,-0.12,inf,-0.0004
1.4958e-03,-0.08,inf,-0.0028
1.4960e-03,-0.04,inf,0.0028
1.4962e-03,-0.04,inf,-0.0012
1.4964e-03,-0.08,inf,0.0036
1.4966e-03,-0.08,inf,0.0004
1.4968e-03,-0.08,inf,0.0028
1.4970e-03,-0.08,inf,0.0012
1.4972e-03,-0.08,inf,0.0004
1.4974e-03,-0.08,inf,-0.0012
1.4976e-03,-0.12,inf,0.002
1.4978e-03,-0.08,inf,-0.0004
1.4980e-03,-0.08,inf,0.006
1.4982e-03,-0.12,inf,0.0012
1.4984e-03,-0.08,inf,0.002
1.4986e-03,-0.04,inf,-0.002
1.4988e-03,-0.16,inf,0.0012
1.4990e-03,-0.16,inf,-0.002
1.4992e-03,-0.12,inf,0.0028
1.4994e-03,-0.08,inf,-0.0004
1.4996e-03,-0.08,inf,0.006
1.4998e-03,-0.12,inf,0.0004
1.5000e-03,-0.12,inf,0.0036
1.5002e-03,-0.08,inf,-0.0036
1.5004e-03,-0.08,inf,0.0012
1.5006e-03,-0.08,inf,-0.0028
1.5008e-03,-0.08,inf,0.0052
1.5010e-03,-0.08,inf,0.0012
1.5012e-03,-0.12,inf,0.006
1.5014e-03,-0.04,inf,0.0036
1.5016e-03,-0.08,inf,0.0052
1.5018e-03,-0.08,inf,-0.0004
1.5020e-03,-0.08,inf,0.002
1.5022e-03,-0.04,inf,-0.0036
1.5024e-03,-0.04,inf,0.0012
1.5026e-03,-0.12,inf,0.002
1.5028e-03,-0.08,inf,0.0036
1.5030e-03,-0.08,inf,0.0044
1.5032e-03,-0.08,inf,0.0036
1.5034e-03,-0.08,inf,0.0036
1.5036e-03,-0.08,inf,-0.0012
1.5038e-03,-0.08,inf,0.0028
1.5040e-03,-0.12,inf,0.002
1.5042e-03,-0.04,inf,0.006
1.5044e-03,-0.04,inf,0.0012
1.5046e-03,-0.08,inf,0.0068
1.5048e-03,-0.04,inf,0.0036
1.5050e-03,-0.04,inf,0.0052
1.5052e-03,-0.04,inf,0.0012
1.5054e-03,-0.08,inf,0.0036
1.5056e-03,-0.12,inf,0.0012
1.5058e-03,-0.08,inf,0.0052
1.5060e-03,-0.08,inf,0.0052
1.5062e-03,-0.08,inf,0.006
1.5064e-03,-0.12,inf,0.0036
1.5066e-03,-0.12,inf,0.0028
1.5068e-03,-0.08,inf,0.0012
1.5070e-03,-0.08,inf,0.002
1.5072e-03,-0.12,inf,-0.0004
1.5074e-03,-0.08,inf,0.0028
1.5076e-03,-0.12,inf,0.0044
1.5078e-03,-0.04,inf,0.006
1.5080e-03,-0.04,inf,0.0036
1.5082e-03,-0.08,inf,0.0028
1.5084e-03,-0.08,inf,-0.0004
1.5086e-03,-0.04,inf,0.0004
1.5088e-03,-0.04,inf,0.0012
1.5090e-03,-0.04,inf,0.0036
1.5092e-03,-0.08,inf,0.002
1.5094e-03,-0.08,inf,0.006
1.5096e-03,-0.08,inf,0.002
1.5098e-03,-0.08,inf,0.0044
1.5100e-03,-0.08,inf,0.0004
1.5102e-03,-0.12,inf,0.0012
1.5104e-03,-0.08,inf,-0.0012
1.5106e-03,-0.12,inf,0.0036
1.5108e-03,-0.16,inf,0.0028
1.5110e-03,-0.12,inf,0.006
1.5112e-03,-0.04,inf,0.0044
1.5114e-03,-0.08,inf,0.0076
1.5116e-03,-0.08,inf,0.0012
1.5118e-03,-0.16,inf,0.0012
1.5120e-03,-0.12,inf,0.0004
1.5122e-03,-0.12,inf,0.002
1.5124e-03,-0.16,inf,0.0012
1.5126e-03,-0.04,inf,0.0036
1.5128e-03,-0.12,inf,0.002
1.5130e-03,-0.04,inf,0.0004
1.5132e-03,-0.04,inf,0.0012
1.5134e-03,-0.08,inf,0.002
1.5136e-03,-0.08,inf,-0.0012
1.5138e-03,-0.08,inf,0.002
1.5140e-03,-0.12,inf,0.0012
1.5142e-03,-0.08,inf,0.0044
1.5144e-03,-0.08,inf,0.0012
1.5146e-03,-0.08,inf,0.0044
1.5148e-03,-0.08,inf,-0.0036
1.5150e-03,-0.04,inf,0.0036
1.5152e-03,-0.08,inf,-0.0036
1.5154e-03,-0.08,inf,0.0036
1.5156e-03,-0.12,inf,-0.002
1.5158e-03,-0.12,inf,0.0076
1.5160e-03,-0.08,inf,0.0012
1.5162e-03,-0.12,inf,0.0076
1.5164e-03,-0.08,inf,-0.002
1.5166e-03,-0.04,inf,0.0036
1.5168e-03,-0.08,inf,-0.0036
1.5170e-03,-0.12,inf,0.0036
1.5172e-03,-0.08,inf,-0.002
1.5174e-03,-0.08,inf,0.0068
1.5176e-03,-0.08,inf,0.002
1.5178e-03,-0.08,inf,0.0076
1.5180e-03,-0.08,inf,0.0004
1.5182e-03,-0.12,inf,0.002
1.5184e-03,-0.04,inf,-0.002
1.5186e-03,-0.08,inf,0.0012
1.5188e-03,-0.08,inf,0.0012
1.5190e-03,-0.08,inf,0.0036
1.5192e-03,-0.08,inf,0.002
1.5194e-03,-0.08,inf,0.0036
1.5196e-03,-0.08,inf,0.002
1.5198e-03,-0.08,inf,-0.0012
1.5200e-03,-0.08,inf,-0.002
1.5202e-03,-0.12,inf,-0.0028
1.5204e-03,-0.12,inf,0.0012
1.5206e-03,-0.04,inf,0.002
1.5208e-03,-0.08,inf,0.0012
1.5210e-03,-0.08,inf,0.0004
1.5212e-03,-0.08,inf,-0.0004
1.5214e-03,-0.08,inf,0.0004
1.5216e-03,-0.08,inf,-0.002
1.5218e-03,-0.08,inf,-0.0012
1.5220e-03,-0.12,inf,-0.0012
1.5222e-03,-0.12,inf,0.002
1.5224e-03,-0.12,inf,-0.0004
1.5226e-03,-0.08,inf,-0.0004
1.5228e-03,-0.04,inf,-0.0028
1.5230e-03,-0.12,inf,-0.0044
1.5232e-03,-0.04,inf,-0.002
1.5234e-03,-0.04,inf,-0.0044
1.5236e-03,-0.12,inf,-0.0012
1.5238e-03,-0.08,inf,-0.0012
1.5240e-03,-0.04,inf,0.0028
1.5242e-03,-0.12,inf,-0.002
1.5244e-03,-0.12,inf,0.0004
1.5246e-03,-0.12,inf,-0.0076
1.5248e-03,-0.08,inf,-0.0036
1.5250e-03,-0.12,inf,-0.0068
1.5252e-03,-0.08,inf,-0.0004
1.5254e-03,-0.04,inf,-0.0044
1.5256e-03,-0.12,inf,0.0036
1.5258e-03,-0.12,inf,0.0004
1.5260e-03,-0.08,inf,-0.0004
1.5262e-03,-0.08,inf,-0.0052
1.5264e-03,-0.04,inf,-0.0044
1.5266e-03,-0.08,inf,-0.006
1.5268e-03,-0.04,inf,-0.0028
1.5270e-03,-0.08,inf,-0.0012
1.5272e-03,-0.08,inf,-0.0004
1.5274e-03,-0.16,inf,-0.0012
1.5276e-03,-0.04,inf,-0.0012
1.5278e-03,-0.12,inf,-0.0044
1.5280e-03,-0.08,inf,-0.0052
1.5282e-03,-0.08,inf,-0.0036
1.5284e-03,-0.12,inf,-0.0036
1.5286e-03,-0.04,inf,-0.002
1.5288e-03,-0.04,inf,-0.0004
1.5290e-03,-0.12,inf,-0.0004
1.5292e-03,-0.08,inf,-0.0004
1.5294e-03,-0.12,inf,-0.002
1.5296e-03,-0.08,inf,-0.0028
1.5298e-03,-0.08,inf,-0.0068
1.5300e-03,-0.08,inf,-0.0028
1.5302e-03,-0.12,inf,-0.0052
1.5304e-03,-0.08,inf,-0.0004
1.5306e-03,-0.08,inf,-0.0028
1.5308e-03,-0.08,inf,-0.0004
1.5310e-03,-0.04,inf,-0.0068
1.5312e-03,-0.08,inf,-0.0004
1.5314e-03,-0.08,inf,-0.006
1.5316e-03,-0.04,inf,-0.0004
1.5318e-03,-0.12,inf,-0.0044
1.5320e-03,-0.12,inf,0.0004
1.5322e-03,-0.08,inf,-0.0052
1.5324e-03,-0.04,inf,0.0004
1.5326e-03,-0.2,inf,-0.0084
1.5328e-03,-0.08,inf,-0.0028
1.5330e-03,-0.08,inf,-0.006
1.5332e-03,-0.12,inf,0.0012
1.5334e-03,-0.08,inf,-0.0028
1.5336e-03,-0.12,inf,0.002
1.5338e-03,-0.12,inf,-0.0004
1.5340e-03,-0.08,inf,0.0036
1.5342e-03,-0.12,inf,-0.0036
1.5344e-03,-0.12,inf,-0.0004
1.5346e-03,-0.12,inf,-0.0076
1.5348e-03,-0.08,inf,-0.002
1.5350e-03,-0.12,inf,-0.0044
1.5352e-03,-0.04,inf,0.0036
1.5354e-03,-0.08,inf,-0.0036
1.5356e-03,-0.04,inf,0.0036
1.5358e-03,-0.04,inf,-0.0036
1.5360e-03,-0.12,inf,-0.0004
1.5362e-03,-0.08,inf,-0.0092
1.5364e-03,-0.16,inf,-0.0012
1.5366e-03,-0.08,inf,-0.0044
1.5368e-03,-0.08,inf,0.0028
1.5370e-03,-0.08,inf,-0.002
1.5372e-03,-0.04,inf,0.0012
1.5374e-03,-0.08,inf,-0.0044
1.5376e-03,-0.08,inf,-0.002
1.5378e-03,-0.16,inf,-0.006
1.5380e-03,-0.12,inf,-0.0036
1.5382e-03,-0.08,inf,-0.0036
1.5384e-03,-0.04,inf,0.0004
1.5386e-03,-0.04,inf,0.0028
1.5388e-03,-0.04,inf,-0.0004
1.5390e-03,-0.08,inf,-0.0012
1.5392e-03,-0.12,inf,-0.0028
1.5394e-03,-0.08,inf,-0.0012
1.5396e-03,-0.08,inf,-0.002
1.5398e-03,-0.12,inf,-0.0012
1.5400e-03,-0.12,inf,-0.002
1.5402e-03,-0.08,inf,0.0012
1.5404e-03,-0.12,inf,0.0012
1.5406e-03,-0.08,inf,0.0012
1.5408e-03,-0.08,inf,-0.002
1.5410e-03,-0.08,inf,-0.0028
1.5412e-03,-0.12,inf,-0.002
1.5414e-03,-0.12,inf,0.002
1.5416e-03,-0.08,inf,0.0004
1.5418e-03,-0.08,inf,0.0036
1.5420e-03,-0.08,inf,0.002
1.5422e-03,-0.08,inf,0.0004
1.5424e-03,-0.12,inf,-0.0004
1.5426e-03,-0.08,inf,-0.006
1.5428e-03,-0.04,inf,-0.0028
1.5430e-03,-0.08,inf,-0.0036
1.5432e-03,-0.08,inf,0.002
1.5434e-03,-0.16,inf,0.002
1.5436e-03,-0.08,inf,-0.0004
1.5438e-03,-0.08,inf,-0.0012
1.5440e-03,-0.08,inf,-0.0012
1.5442e-03,-0.04,inf,-0.002
1.5444e-03,-0.08,inf,-0.006
1.5446e-03,-0.08,inf,-0.0068
1.5448e-03,-0.08,inf,-0.0028
1.5450e-03,-0.04,inf,0.0028
1.5452e-03,-0.12,inf,-0.0004
1.5454e-03,-0.12,inf,0.0012
1.5456e-03,-0.08,inf,-0.002
1.5458e-03,-0.08,inf,-0.0028
1.5460e-03,-0.12,inf,-0.0052
1.5462e-03,-0.12,inf,-0.0028
1.5464e-03,-0.04,inf,-0.0044
1.5466e-03,-0.08,inf,-0.0012
1.5468e-03,-0.12,inf,0.002
1.5470e-03,-0.08,inf,0.0012
1.5472e-03,-0.08,inf,-0.0044
1.5474e-03,-0.08,inf,-0.0028
1.5476e-03,-0.12,inf,-0.0052
1.5478e-03,-0.08,inf,-0.0036
1.5480e-03,-0.08,inf,-0.0036
1.5482e-03,-0.08,inf,-0.002
1.5484e-03,-0.12,inf,-0.0036
1.5486e-03,-0.16,inf,0.002
1.5488e-03,-0.12,inf,-0.0028
1.5490e-03,-0.04,inf,-0.0036
1.5492e-03,-0.08,inf,-0.0068
1.5494e-03,-0.12,inf,-0.0012
1.5496e-03,-0.12,inf,-0.0068
1.5498e-03,-0.12,inf,0.0012
1.5500e-03,-0.08,inf,-0.0052
1.5502e-03,-0.12,inf,0.0004
1.5504e-03,-0.12,inf,-0.0068
1.5506e-03,-0.08,inf,0.0004
1.5508e-03,-0.12,inf,-0.01
1.5510e-03,-0.04,inf,-0.0004
1.5512e-03,-0.08,inf,-0.0084
1.5514e-03,-0.12,inf,0.0044
1.5516e-03,-0.04,inf,-0.0036
1.5518e-03,-0.08,inf,0.0036
1.5520e-03,-0.12,inf,-0.006
1.5522e-03,-0.16,inf,-0.002
1.5524e-03,-0.08,inf,-0.0084
1.5526e-03,-0.12,inf,-0.0044
1.5528e-03,-0.08,inf,-0.0076
1.5530e-03,-0.08,inf,-0.0004
1.5532e-03,-0.08,inf,-0.0004
1.5534e-03,-0.12,inf,0.002
1.5536e-03,-0.08,inf,-0.0012
1.5538e-03,-0.04,inf,-0.0012
1.5540e-03,-0.12,inf,-0.006
1.5542e-03,-0.12,inf,-0.0044
1.5544e-03,-0.12,inf,-0.0052
1.5546e-03,-0.04,inf,-0.0036
1.5548e-03,-0.08,inf,-0.0028
1.5550e-03,-0.08,inf,0.0004
1.5552e-03,-0.12,inf,-0.0028
1.5554e-03,-0.12,inf,-0.0012
1.5556e-03,-0.08,inf,-0.0036
1.5558e-03,-0.12,inf,-0.0012
1.5560e-03,-0.08,inf,-0.0044
1.5562e-03,-0.04,inf,-0.002
1.5564e-03,-0.12,inf,-0.0044
1.5566e-03,-0.12,inf,0.0004
1.5568e-03,-0.12,inf,-0.002
1.5570e-03,-0.08,inf,-0.0012
1.5572e-03,-0.08,inf,-0.0044
1.5574e-03,-0.12,inf,-0.0028
1.5576e-03,-0.04,inf,-0.0036
1.5578e-03,-0.12,inf,0.0004
1.5580e-03,-0.08,inf,0.0004
1.5582e-03,-0.12,inf,-0.0004
1.5584e-03,-0.08,inf,-0.002
1.5586e-03,-0.08,inf,0.0004
1.5588e-03,-0.08,inf,-0.0028
1.5590e-03,-0.04,inf,-0.002
1.5592e-03,-0.08,inf,-0.0044
1.5594e-03,-0.04,inf,-0.0012
1.5596e-03,-0.08,inf,0.0004
1.5598e-03,-0.16,inf,0.0044
1.5600e-03,-0.16,inf,-0.0012
1.5602e-03,-0.12,inf,-0.002
1.5604e-03,-0.04,inf,-0.0028
1.5606e-03,-0.08,inf,-0.0028
1.5608e-03,-0.08,inf,-0.0076
1.5610e-03,-0.08,inf,-0.0004
1.5612e-03,-0.16,inf,-0.0012
1.5614e-03,-0.08,inf,0.0036
1.5616e-03,-0.08,inf,0.002
1.5618e-03,-0.12,inf,0.0036
1.5620e-03,-0.08,inf,-0.0036
1.5622e-03,-0.08,inf,-0.0004
1.5624e-03,-0.2,inf,-0.0052
1.5626e-03,-0.08,inf,-0.0012
1.5628e-03,-0.08,inf,-0.0036
1.5630e-03,-0.12,inf,0.0036
1.5632e-03,-0.12,inf,0.0012
1.5634e-03,-0.12,inf,0.002
1.5636e-03,-0.08,inf,0.0004
1.5638e-03,-0.08,inf,-0.002
1.5640e-03,-0.12,inf,-0.002
1.5642e-03,-0.08,inf,-0.0028
1.5644e-03,-0.08,inf,-0.0004
1.5646e-03,-0.04,inf,-0.0036
1.5648e-03,-0.12,inf,0.0012
1.5650e-03,-0.12,inf,-0.002
1.5652e-03,-0.08,inf,0.0012
1.5654e-03,-0.08,inf,-0.0028
1.5656e-03,-0.08,inf,0.0012
1.5658e-03,-0.08,inf,-0.0044
1.5660e-03,-0.08,inf,0.002
1.5662e-03,-0.16,inf,-0.0012
1.5664e-03,-0.12,inf,0.0036
1.5666e-03,-0.08,inf,-0.0004
1.5668e-03,-0.08,inf,0.0028
1.5670e-03,-0.12,inf,-0.002
1.5672e-03,-0.08,inf,0.0004
1.5674e-03,-0.08,inf,-0.0044
1.5676e-03,-0.08,inf,0.002
1.5678e-03,-0.04,inf,0.0028
1.5680e-03,-0.12,inf,0.0036
1.5682e-03,-0.12,inf,0.002
1.5684e-03,-0.12,inf,0.0036
1.5686e-03,-0.04,inf,-0.002
1.5688e-03,-0.04,inf,-0.0012
1.5690e-03,-0.04,inf,-0.0044
1.5692e-03,-0.12,inf,-0.0012
1.5694e-03,-0.12,inf,0.0012
1.5696e-03,-0.12,inf,0.0036
1.5698e-03,-0.08,inf,0.002
1.5700e-03,-0.12,inf,0.0044
1.5702e-03,-0.16,inf,-0.0028
1.5704e-03,-0.12,inf,0.0012
1.5706e-03,-0.08,inf,-0.0052
1.5708e-03,-0.12,inf,-0.0012
1.5710e-03,-0.08,inf,-0.0036
1.5712e-03,-0.08,inf,0.0036
1.5714e-03,-0.08,inf,0.002
1.5716e-03,-0.12,inf,0.0028
1.5718e-03,-0.04,inf,-0.0012
1.5720e-03,-0.08,inf,0.0012
1.5722e-03,-0.08,inf,-0.0036
1.5724e-03,-0.08,inf,-0.0012
1.5726e-03,-0.08,inf,-0.002
1.5728e-03,-0.12,inf,-0.0004
1.5730e-03,-0.08,inf,-0.0004
1.5732e-03,-0.08,inf,0.002
1.5734e-03,-0.08,inf,0.002
1.5736e-03,-0.08,inf,0.0012
1.5738e-03,-0.16,inf,-0.0012
1.5740e-03,-0.08,inf,0.0004
