Model,MDO3104
Firmware Version,1.26

Waveform Type,ANALOG,,
Point Format,Y,,
Horizontal Units,s,,
Horizontal Scale,0.0002,,
Horizontal Delay,0.000892,,
Sample Interval,2e-07,,
Record Length,10000,,
Gating,0.0% to 100.0%,,
Probe Attenuation,1,1,1
Vertical Units,V,V,V
Vertical Offset,0,0,0
Vertical Scale,1,0.1,0.02
Vertical Position,-0.04,-5,-0.22
,,,
,,,
,,,
Label,,,
TIME,CH1,CH2,CH3
1.1000e-05,-0.44,inf,-0.0076
1.1200e-05,-0.52,inf,-0.0028
1.1400e-05,-0.44,inf,-0.0052
1.1600e-05,-0.52,inf,-0.0052
1.1800e-05,-0.48,inf,-0.0036
1.2000e-05,-0.48,inf,-0.006
1.2200e-05,-0.48,inf,-0.0092
1.2400e-05,-0.48,inf,-0.0092
1.2600e-05,-0.44,inf,-0.006
1.2800e-05,-0.44,inf,-0.0036
1.3000e-05,-0.52,inf,-0.0028
1.3200e-05,-0.48,inf,-0.0036
1.3400e-05,-0.48,inf,-0.006
1.3600e-05,-0.44,inf,-0.0068
1.3800e-05,-0.44,inf,-0.01
1.4000e-05,-0.48,inf,-0.01
1.4200e-05,-0.52,inf,-0.0084
1.4400e-05,-0.48,inf,-0.0028
1.4600e-05,-0.48,inf,-0.0036
1.4800e-05,-0.48,inf,-0.002
1.5000e-05,-0.52,inf,-0.0068
1.5200e-05,-0.56,inf,-0.0052
1.5400e-05,-0.56,inf,-0.0124
1.5600e-05,-0.56,inf,-0.006
1.5800e-05,-0.48,inf,-0.0108
1.6000e-05,-0.48,inf,-0.0044
1.6200e-05,-0.44,inf,-0.006
1.6400e-05,-0.48,inf,0.0012
1.6600e-05,-0.48,inf,-0.0052
1.6800e-05,-0.48,inf,-0.002
1.7000e-05,-0.44,inf,-0.0108
1.7200e-05,-0.48,inf,-0.0084
1.7400e-05,-0.48,inf,-0.0092
1.7600e-05,-0.52,inf,-0.0052
1.7800e-05,-0.44,inf,-0.0084
1.8000e-05,-0.44,inf,-0.0036
1.8200e-05,-0.44,inf,-0.0076
1.8400e-05,-0.44,inf,-0.0044
1.8600e-05,-0.48,inf,-0.01
1.8800e-05,-0.44,inf,-0.006
1.9000e-05,-0.4,inf,-0.0084
1.9200e-05,-0.44,inf,-0.0036
1.9400e-05,-0.44,inf,-0.0076
1.9600e-05,-0.4,inf,-0.002
1.9800e-05,-0.44,inf,-0.0068
2.0000e-05,-0.4,inf,-0.0044
2.0200e-05,-0.44,inf,-0.01
2.0400e-05,-0.4,inf,-0.006
2.0600e-05,-0.44,inf,-0.0084
2.0800e-05,-0.36,inf,-0.0052
2.1000e-05,-0.36,inf,-0.0044
2.1200e-05,-0.32,inf,-0.0044
2.1400e-05,-0.36,inf,-0.0044
2.1600e-05,-0.36,inf,-0.0084
2.1800e-05,-0.36,inf,-0.006
2.2000e-05,-0.36,inf,-0.01
2.2200e-05,-0.36,inf,-0.006
2.2400e-05,-0.36,inf,-0.0084
2.2600e-05,-0.28,inf,-0.0012
2.2800e-05,-0.28,inf,-0.0076
2.3000e-05,-0.28,inf,-0.0012
2.3200e-05,-0.2,inf,-0.01
2.3400e-05,-0.28,inf,-0.0084
2.3600e-05,-0.24,inf,-0.0116
2.3800e-05,-0.24,inf,-0.0068
2.4000e-05,-0.2,inf,-0.0108
2.4200e-05,-0.28,inf,-0.0028
2.4400e-05,-0.24,inf,-0.0044
2.4600e-05,-0.16,inf,-0.0004
2.4800e-05,-0.2,inf,-0.0052
2.5000e-05,-0.16,inf,-0.0076
2.5200e-05,-0.12,inf,-0.0108
2.5400e-05,-0.16,inf,-0.0092
2.5600e-05,-0.12,inf,-0.006
2.5800e-05,-0.12,inf,-0.0044
2.6000e-05,-0.16,inf,-0.0052
2.6200e-05,-0.12,inf,-0.006
2.6400e-05,-0.04,inf,-0.0036
2.6600e-05,-0.04,inf,-0.0044
2.6800e-05,-0.08,inf,-0.0084
2.7000e-05,-0.04,inf,-0.0068
2.7200e-05,-0.12,inf,-0.0068
2.7400e-05,-0.04,inf,-0.0044
2.7600e-05,0,inf,-0.006
2.7800e-05,0.04,inf,-0.0044
2.8000e-05,0.04,inf,-0.01
2.8200e-05,0,inf,-0.0052
2.8400e-05,0.04,inf,-0.0084
2.8600e-05,0.04,inf,-0.0044
2.8800e-05,0.04,inf,-0.0076
2.9000e-05,0.04,inf,-0.002
2.9200e-05,0.04,inf,-0.0036
2.9400e-05,0.04,inf,-0.0012
2.9600e-05,0.08,inf,-0.006
2.9800e-05,0.04,inf,-0.006
3.0000e-05,0.08,inf,-0.0092
3.0200e-05,0.08,inf,-0.0044
3.0400e-05,0.12,inf,-0.0076
3.0600e-05,0.16,inf,-0.0036
3.0800e-05,0.16,inf,-0.0044
3.1000e-05,0.16,inf,-0.0004
3.1200e-05,0.2,inf,-0.0068
3.1400e-05,0.24,inf,-0.0028
3.1600e-05,0.24,inf,-0.0124
3.1800e-05,0.2,inf,-0.0052
3.2000e-05,0.12,inf,-0.0076
3.2200e-05,0.24,inf,0.0012
3.2400e-05,0.24,inf,-0.0076
3.2600e-05,0.2,inf,0.002
3.2800e-05,0.24,inf,-0.0044
3.3000e-05,0.28,inf,-0.0004
3.3200e-05,0.32,inf,-0.0084
3.3400e-05,0.28,inf,-0.002
3.3600e-05,0.28,inf,-0.0068
3.3800e-05,0.36,inf,0.0012
3.4000e-05,0.32,inf,-0.0028
3.4200e-05,0.28,inf,0.002
3.4400e-05,0.36,inf,-0.002
3.4600e-05,0.4,inf,-0.0004
3.4800e-05,0.36,inf,-0.006
3.5000e-05,0.32,inf,-0.0036
3.5200e-05,0.4,inf,-0.0036
3.5400e-05,0.4,inf,-0.0012
3.5600e-05,0.44,inf,0.0012
3.5800e-05,0.4,inf,-0.0012
3.6000e-05,0.4,inf,-0.0012
3.6200e-05,0.4,inf,-0.0052
3.6400e-05,0.4,inf,-0.0028
3.6600e-05,0.44,inf,-0.0044
3.6800e-05,0.44,inf,0.0004
3.7000e-05,0.44,inf,0.0012
3.7200e-05,0.4,inf,0.0028
3.7400e-05,0.44,inf,0.002
3.7600e-05,0.44,inf,-0.0004
3.7800e-05,0.48,inf,-0.002
3.8000e-05,0.48,inf,-0.0028
3.8200e-05,0.48,inf,-0.0028
3.8400e-05,0.44,inf,-0.0012
3.8600e-05,0.44,inf,0.0004
3.8800e-05,0.44,inf,0.002
3.9000e-05,0.44,inf,0.0036
3.9200e-05,0.44,inf,0.0028
3.9400e-05,0.44,inf,-0.0012
3.9600e-05,0.44,inf,-0.002
3.9800e-05,0.52,inf,-0.0036
4.0000e-05,0.52,inf,-0.0004
4.0200e-05,0.48,inf,0.0012
4.0400e-05,0.44,inf,0.0044
4.0600e-05,0.48,inf,0.0012
4.0800e-05,0.44,inf,0.0044
4.1000e-05,0.52,inf,0.0004
4.1200e-05,0.44,inf,0.0012
4.1400e-05,0.4,inf,0.0012
4.1600e-05,0.4,inf,0.002
4.1800e-05,0.36,inf,0.0028
4.2000e-05,0.44,inf,0.0068
4.2200e-05,0.4,inf,0.006
4.2400e-05,0.44,inf,0.0044
4.2600e-05,0.4,inf,0.002
4.2800e-05,0.36,inf,0.002
4.3000e-05,0.44,inf,0.0028
4.3200e-05,0.4,inf,0.0012
4.3400e-05,0.4,inf,0.0028
4.3600e-05,0.44,inf,0.0052
4.3800e-05,0.4,inf,0.0052
4.4000e-05,0.4,inf,0.0052
4.4200e-05,0.32,inf,0.0012
4.4400e-05,0.32,inf,0.002
4.4600e-05,0.32,inf,0.002
4.4800e-05,0.32,inf,0.0068
4.5000e-05,0.32,inf,0.0036
4.5200e-05,0.28,inf,0.0084
4.5400e-05,0.28,inf,0.0036
4.5600e-05,0.2,inf,0.0092
4.5800e-05,0.24,inf,0.0036
4.6000e-05,0.24,inf,0.006
4.6200e-05,0.2,inf,0.0012
4.6400e-05,0.24,inf,0.0084
4.6600e-05,0.2,inf,0.0044
4.6800e-05,0.24,inf,0.0132
4.7000e-05,0.2,inf,0.0052
4.7200e-05,0.16,inf,0.0116
4.7400e-05,0.16,inf,0.0044
4.7600e-05,0.12,inf,0.01
4.7800e-05,0.12,inf,0.0028
4.8000e-05,0.12,inf,0.0084
4.8200e-05,0.08,inf,0.0044
4.8400e-05,0.08,inf,0.014
4.8600e-05,0.12,inf,0.0076
4.8800e-05,0.04,inf,0.0116
4.9000e-05,0.04,inf,0.006
4.9200e-05,0.04,inf,0.0108
4.9400e-05,0.04,inf,0.0084
4.9600e-05,0,inf,0.0108
4.9800e-05,0,inf,0.0076
5.0000e-05,0,inf,0.0164
5.0200e-05,-0.04,inf,0.0116
5.0400e-05,-0.04,inf,0.0156
5.0600e-05,-0.04,inf,0.0068
5.0800e-05,-0.12,inf,0.0116
5.1000e-05,-0.12,inf,0.0108
5.1200e-05,-0.08,inf,0.014
5.1400e-05,-0.08,inf,0.01
5.1600e-05,-0.08,inf,0.014
5.1800e-05,-0.16,inf,0.014
5.2000e-05,-0.16,inf,0.0148
5.2200e-05,-0.16,inf,0.014
5.2400e-05,-0.16,inf,0.0124
5.2600e-05,-0.2,inf,0.0076
5.2800e-05,-0.2,inf,0.0124
5.3000e-05,-0.2,inf,0.0156
5.3200e-05,-0.24,inf,0.0132
5.3400e-05,-0.28,inf,0.0196
5.3600e-05,-0.28,inf,0.0124
5.3800e-05,-0.28,inf,0.0148
5.4000e-05,-0.32,inf,0.0108
5.4200e-05,-0.32,inf,0.0108
5.4400e-05,-0.36,inf,0.0116
5.4600e-05,-0.32,inf,0.0164
5.4800e-05,-0.36,inf,0.0196
5.5000e-05,-0.36,inf,0.0196
5.5200e-05,-0.4,inf,0.0188
5.5400e-05,-0.4,inf,0.0164
5.5600e-05,-0.44,inf,0.014
5.5800e-05,-0.44,inf,0.0132
5.6000e-05,-0.36,inf,0.0156
5.6200e-05,-0.4,inf,0.014
5.6400e-05,-0.48,inf,0.0188
5.6600e-05,-0.48,inf,0.0204
5.6800e-05,-0.44,inf,0.0212
5.7000e-05,-0.44,inf,0.018
5.7200e-05,-0.4,inf,0.0172
5.7400e-05,-0.44,inf,0.0172
5.7600e-05,-0.52,inf,0.0148
5.7800e-05,-0.48,inf,0.0188
5.8000e-05,-0.44,inf,0.0156
5.8200e-05,-0.44,inf,0.0196
5.8400e-05,-0.52,inf,0.0196
5.8600e-05,-0.48,inf,0.0196
5.8800e-05,-0.48,inf,0.0164
5.9000e-05,-0.48,inf,0.0164
5.9200e-05,-0.48,inf,0.0172
5.9400e-05,-0.52,inf,0.0204
5.9600e-05,-0.52,inf,0.0188
5.9800e-05,-0.52,inf,0.0212
6.0000e-05,-0.48,inf,0.0212
6.0200e-05,-0.52,inf,0.0172
6.0400e-05,-0.56,inf,0.018
6.0600e-05,-0.52,inf,0.0188
6.0800e-05,-0.52,inf,0.0172
6.1000e-05,-0.52,inf,0.0196
6.1200e-05,-0.52,inf,0.0212
6.1400e-05,-0.52,inf,0.022
6.1600e-05,-0.44,inf,0.022
6.1800e-05,-0.48,inf,0.022
6.2000e-05,-0.44,inf,0.0164
6.2200e-05,-0.48,inf,0.0188
6.2400e-05,-0.44,inf,0.0156
6.2600e-05,-0.44,inf,0.018
6.2800e-05,-0.4,inf,0.018
6.3000e-05,-0.48,inf,0.0252
6.3200e-05,-0.4,inf,0.0172
6.3400e-05,-0.4,inf,0.0244
6.3600e-05,-0.4,inf,0.0132
6.3800e-05,-0.4,inf,0.0196
6.4000e-05,-0.36,inf,0.0132
6.4200e-05,-0.36,inf,0.0204
6.4400e-05,-0.28,inf,0.0156
6.4600e-05,-0.4,inf,0.026
6.4800e-05,-0.24,inf,0.0172
6.5000e-05,-0.28,inf,0.0244
6.5200e-05,-0.32,inf,0.0124
6.5400e-05,-0.28,inf,0.018
6.5600e-05,-0.24,inf,0.0116
6.5800e-05,-0.24,inf,0.0164
6.6000e-05,-0.2,inf,0.0148
6.6200e-05,-0.2,inf,0.0212
6.6400e-05,-0.2,inf,0.0156
6.6600e-05,-0.2,inf,0.0212
6.6800e-05,-0.16,inf,0.0172
6.7000e-05,-0.16,inf,0.018
6.7200e-05,-0.12,inf,0.0124
6.7400e-05,-0.12,inf,0.0164
6.7600e-05,-0.12,inf,0.014
6.7800e-05,-0.08,inf,0.018
6.8000e-05,-0.04,inf,0.0132
6.8200e-05,-0.08,inf,0.0172
6.8400e-05,-0.04,inf,0.01
6.8600e-05,-0.08,inf,0.0132
6.8800e-05,-0.04,inf,0.0092
6.9000e-05,-0.04,inf,0.0124
6.9200e-05,0.04,inf,0.0132
6.9400e-05,0.04,inf,0.0132
6.9600e-05,0.04,inf,0.0124
6.9800e-05,0.08,inf,0.0124
7.0000e-05,0.08,inf,0.0092
7.0200e-05,0.08,inf,0.0076
7.0400e-05,0.08,inf,0.0084
7.0600e-05,0.16,inf,0.0108
7.0800e-05,0.16,inf,0.0124
7.1000e-05,0.08,inf,0.0116
7.1200e-05,0.2,inf,0.0116
7.1400e-05,0.2,inf,0.0108
7.1600e-05,0.2,inf,0.0092
7.1800e-05,0.24,inf,0.0044
7.2000e-05,0.24,inf,0.0044
7.2200e-05,0.28,inf,0.0052
7.2400e-05,0.32,inf,0.006
7.2600e-05,0.24,inf,0.0092
7.2800e-05,0.24,inf,0.006
7.3000e-05,0.28,inf,0.006
7.3200e-05,0.32,inf,0.0044
7.3400e-05,0.28,inf,0.0044
7.3600e-05,0.32,inf,-0.0012
7.3800e-05,0.32,inf,0.002
7.4000e-05,0.4,inf,-0.0012
7.4200e-05,0.36,inf,0.0044
7.4400e-05,0.4,inf,0.0028
7.4600e-05,0.4,inf,0.006
7.4800e-05,0.36,inf,-0.0004
7.5000e-05,0.44,inf,0.0004
7.5200e-05,0.4,inf,-0.0044
7.5400e-05,0.44,inf,-0.002
7.5600e-05,0.44,inf,-0.006
7.5800e-05,0.44,inf,-0.0004
7.6000e-05,0.44,inf,-0.0036
7.6200e-05,0.44,inf,-0.0028
7.6400e-05,0.44,inf,-0.0012
7.6600e-05,0.44,inf,-0.0068
7.6800e-05,0.44,inf,-0.006
7.7000e-05,0.48,inf,-0.0092
7.7200e-05,0.44,inf,-0.006
7.7400e-05,0.44,inf,-0.0084
7.7600e-05,0.52,inf,-0.006
7.7800e-05,0.44,inf,-0.0084
7.8000e-05,0.44,inf,-0.0076
7.8200e-05,0.44,inf,-0.0124
7.8400e-05,0.44,inf,-0.0116
7.8600e-05,0.44,inf,-0.0132
7.8800e-05,0.44,inf,-0.0084
7.9000e-05,0.48,inf,-0.0108
7.9200e-05,0.44,inf,-0.0084
7.9400e-05,0.4,inf,-0.014
7.9600e-05,0.4,inf,-0.0092
7.9800e-05,0.4,inf,-0.018
8.0000e-05,0.4,inf,-0.0156
8.0200e-05,0.36,inf,-0.0228
8.0400e-05,0.36,inf,-0.0164
8.0600e-05,0.32,inf,-0.0196
8.0800e-05,0.32,inf,-0.01
8.1000e-05,0.36,inf,-0.0204
8.1200e-05,0.36,inf,-0.0148
8.1400e-05,0.32,inf,-0.0212
8.1600e-05,0.24,inf,-0.0156
8.1800e-05,0.32,inf,-0.0292
8.2000e-05,0.28,inf,-0.0196
8.2200e-05,0.24,inf,-0.0276
8.2400e-05,0.24,inf,-0.0212
8.2600e-05,0.2,inf,-0.022
8.2800e-05,0.2,inf,-0.0196
8.3000e-05,0.2,inf,-0.0244
8.3200e-05,0.16,inf,-0.0212
8.3400e-05,0.16,inf,-0.026
8.3600e-05,0.12,inf,-0.0268
8.3800e-05,0.12,inf,-0.0284
8.4000e-05,0.08,inf,-0.0244
8.4200e-05,0.08,inf,-0.0244
8.4400e-05,0.08,inf,-0.0236
8.4600e-05,0.04,inf,-0.026
8.4800e-05,0.04,inf,-0.0276
8.5000e-05,0,inf,-0.0292
8.5200e-05,-0.04,inf,-0.03
8.5400e-05,0,inf,-0.03
8.5600e-05,0,inf,-0.026
8.5800e-05,-0.04,inf,-0.03
8.6000e-05,-0.04,inf,-0.0276
8.6200e-05,-0.04,inf,-0.03
8.6400e-05,-0.08,inf,-0.03
8.6600e-05,-0.12,inf,-0.0348
8.6800e-05,-0.2,inf,-0.0308
8.7000e-05,-0.2,inf,-0.0324
8.7200e-05,-0.16,inf,-0.0244
8.7400e-05,-0.24,inf,-0.0316
8.7600e-05,-0.2,inf,-0.026
8.7800e-05,-0.2,inf,-0.0308
8.8000e-05,-0.24,inf,-0.0308
8.8200e-05,-0.28,inf,-0.0356
8.8400e-05,-0.32,inf,-0.0332
8.8600e-05,-0.28,inf,-0.0364
8.8800e-05,-0.32,inf,-0.0308
8.9000e-05,-0.36,inf,-0.0292
8.9200e-05,-0.36,inf,-0.0244
8.9400e-05,-0.4,inf,-0.03
8.9600e-05,-0.36,inf,-0.0276
8.9800e-05,-0.32,inf,-0.0324
9.0000e-05,-0.4,inf,-0.0308
9.0200e-05,-0.44,inf,-0.0364
9.0400e-05,-0.44,inf,-0.0284
9.0600e-05,-0.48,inf,-0.0332
9.0800e-05,-0.48,inf,-0.0236
9.1000e-05,-0.52,inf,-0.0308
9.1200e-05,-0.44,inf,-0.0228
9.1400e-05,-0.52,inf,-0.0332
9.1600e-05,-0.44,inf,-0.0268
9.1800e-05,-0.56,inf,-0.03
9.2000e-05,-0.52,inf,-0.0268
9.2200e-05,-0.48,inf,-0.03
9.2400e-05,-0.48,inf,-0.0228
9.2600e-05,-0.48,inf,-0.0276
9.2800e-05,-0.48,inf,-0.0244
9.3000e-05,-0.48,inf,-0.0276
9.3200e-05,-0.52,inf,-0.026
9.3400e-05,-0.48,inf,-0.0252
9.3600e-05,-0.48,inf,-0.0244
9.3800e-05,-0.44,inf,-0.0204
9.4000e-05,-0.44,inf,-0.0228
9.4200e-05,-0.48,inf,-0.0212
9.4400e-05,-0.52,inf,-0.022
9.4600e-05,-0.48,inf,-0.0196
9.4800e-05,-0.52,inf,-0.0236
9.5000e-05,-0.48,inf,-0.0204
9.5200e-05,-0.48,inf,-0.0228
9.5400e-05,-0.44,inf,-0.0172
9.5600e-05,-0.4,inf,-0.0148
9.5800e-05,-0.4,inf,-0.014
9.6000e-05,-0.44,inf,-0.0164
9.6200e-05,-0.4,inf,-0.0156
9.6400e-05,-0.36,inf,-0.0204
9.6600e-05,-0.32,inf,-0.0156
9.6800e-05,-0.4,inf,-0.0164
9.7000e-05,-0.36,inf,-0.0108
9.7200e-05,-0.36,inf,-0.0092
9.7400e-05,-0.36,inf,-0.0044
9.7600e-05,-0.28,inf,-0.0092
9.7800e-05,-0.32,inf,-0.0084
9.8000e-05,-0.24,inf,-0.0148
9.8200e-05,-0.24,inf,-0.0108
9.8400e-05,-0.28,inf,-0.0116
9.8600e-05,-0.2,inf,-0.006
9.8800e-05,-0.2,inf,-0.0076
9.9000e-05,-0.2,inf,-0.0012
9.9200e-05,-0.08,inf,-0.0004
9.9400e-05,-0.16,inf,0.002
9.9600e-05,-0.12,inf,-0.0044
9.9800e-05,-0.12,inf,-0.0012
1.0000e-04,-0.04,inf,-0.0036
1.0020e-04,-0.04,inf,-0.0004
1.0040e-04,-0.04,inf,0.0004
1.0060e-04,0.04,inf,0.0036
1.0080e-04,0.04,inf,0.0028
1.0100e-04,0.04,inf,0.006
1.0120e-04,0,inf,0.006
1.0140e-04,0.04,inf,0.0036
1.0160e-04,0.08,inf,0.0036
1.0180e-04,0.08,inf,0.0068
1.0200e-04,0.12,inf,0.0084
1.0220e-04,0.16,inf,0.01
1.0240e-04,0.24,inf,0.01
1.0260e-04,0.24,inf,0.0108
1.0280e-04,0.16,inf,0.0092
1.0300e-04,0.24,inf,0.0116
1.0320e-04,0.28,inf,0.0084
1.0340e-04,0.28,inf,0.0132
1.0360e-04,0.24,inf,0.0092
1.0380e-04,0.32,inf,0.0164
1.0400e-04,0.32,inf,0.014
1.0420e-04,0.36,inf,0.0196
1.0440e-04,0.32,inf,0.0116
1.0460e-04,0.4,inf,0.018
1.0480e-04,0.4,inf,0.0116
1.0500e-04,0.4,inf,0.0204
1.0520e-04,0.32,inf,0.0148
1.0540e-04,0.4,inf,0.0236
1.0560e-04,0.4,inf,0.0196
1.0580e-04,0.44,inf,0.0252
1.0600e-04,0.44,inf,0.018
1.0620e-04,0.44,inf,0.0212
1.0640e-04,0.44,inf,0.0156
1.0660e-04,0.52,inf,0.0196
1.0680e-04,0.4,inf,0.0196
1.0700e-04,0.44,inf,0.026
1.0720e-04,0.48,inf,0.0244
1.0740e-04,0.44,inf,0.0292
1.0760e-04,0.44,inf,0.0236
1.0780e-04,0.44,inf,0.0292
1.0800e-04,0.48,inf,0.018
1.0820e-04,0.44,inf,0.0228
1.0840e-04,0.44,inf,0.0164
1.0860e-04,0.4,inf,0.0276
1.0880e-04,0.44,inf,0.0244
1.0900e-04,0.44,inf,0.0308
1.0920e-04,0.48,inf,0.026
1.0940e-04,0.44,inf,0.03
1.0960e-04,0.44,inf,0.0212
1.0980e-04,0.4,inf,0.0268
1.1000e-04,0.36,inf,0.0204
1.1020e-04,0.4,inf,0.0252
1.1040e-04,0.32,inf,0.0236
1.1060e-04,0.32,inf,0.0276
1.1080e-04,0.32,inf,0.0252
1.1100e-04,0.28,inf,0.0268
1.1120e-04,0.24,inf,0.0228
1.1140e-04,0.28,inf,0.0236
1.1160e-04,0.24,inf,0.0212
1.1180e-04,0.2,inf,0.0244
1.1200e-04,0.24,inf,0.0236
1.1220e-04,0.2,inf,0.0228
1.1240e-04,0.16,inf,0.0252
1.1260e-04,0.16,inf,0.0228
1.1280e-04,0.04,inf,0.0212
1.1300e-04,0.08,inf,0.018
1.1320e-04,0.04,inf,0.0196
1.1340e-04,0.04,inf,0.0188
1.1360e-04,0.04,inf,0.0204
1.1380e-04,0.04,inf,0.0212
1.1400e-04,0.04,inf,0.018
1.1420e-04,0,inf,0.0188
1.1440e-04,0,inf,0.0188
1.1460e-04,-0.04,inf,0.0148
1.1480e-04,-0.08,inf,0.0116
1.1500e-04,-0.04,inf,0.0132
1.1520e-04,-0.12,inf,0.0164
1.1540e-04,-0.12,inf,0.0164
1.1560e-04,-0.16,inf,0.0164
1.1580e-04,-0.16,inf,0.0132
1.1600e-04,-0.24,inf,0.0124
1.1620e-04,-0.2,inf,0.0092
1.1640e-04,-0.24,inf,0.0084
1.1660e-04,-0.32,inf,0.0052
1.1680e-04,-0.32,inf,0.0076
1.1700e-04,-0.32,inf,0.0084
1.1720e-04,-0.32,inf,0.01
1.1740e-04,-0.32,inf,0.0084
1.1760e-04,-0.4,inf,0.0084
1.1780e-04,-0.36,inf,0.0036
1.1800e-04,-0.36,inf,0.002
1.1820e-04,-0.32,inf,0.0012
1.1840e-04,-0.4,inf,0.0004
1.1860e-04,-0.44,inf,0.0028
1.1880e-04,-0.44,inf,0.002
1.1900e-04,-0.48,inf,0.0044
1.1920e-04,-0.4,inf,0.002
1.1940e-04,-0.44,inf,0.002
1.1960e-04,-0.44,inf,-0.0028
1.1980e-04,-0.52,inf,-0.006
1.2000e-04,-0.52,inf,-0.0036
1.2020e-04,-0.52,inf,-0.0036
1.2040e-04,-0.48,inf,-0.0028
1.2060e-04,-0.52,inf,-0.0068
1.2080e-04,-0.48,inf,-0.0044
1.2100e-04,-0.48,inf,-0.0076
1.2120e-04,-0.52,inf,-0.0052
1.2140e-04,-0.52,inf,-0.0124
1.2160e-04,-0.48,inf,-0.0076
1.2180e-04,-0.48,inf,-0.0116
1.2200e-04,-0.48,inf,-0.0052
1.2220e-04,-0.48,inf,-0.0116
1.2240e-04,-0.44,inf,-0.0084
1.2260e-04,-0.44,inf,-0.0164
1.2280e-04,-0.44,inf,-0.0108
1.2300e-04,-0.44,inf,-0.0196
1.2320e-04,-0.44,inf,-0.0124
1.2340e-04,-0.44,inf,-0.0164
1.2360e-04,-0.4,inf,-0.01
1.2380e-04,-0.36,inf,-0.0148
1.2400e-04,-0.36,inf,-0.0108
1.2420e-04,-0.36,inf,-0.0188
1.2440e-04,-0.32,inf,-0.0172
1.2460e-04,-0.28,inf,-0.0196
1.2480e-04,-0.28,inf,-0.0196
1.2500e-04,-0.24,inf,-0.0212
1.2520e-04,-0.24,inf,-0.014
1.2540e-04,-0.2,inf,-0.0188
1.2560e-04,-0.2,inf,-0.014
1.2580e-04,-0.16,inf,-0.018
1.2600e-04,-0.16,inf,-0.0204
1.2620e-04,-0.08,inf,-0.0252
1.2640e-04,-0.12,inf,-0.0196
1.2660e-04,-0.12,inf,-0.0236
1.2680e-04,-0.08,inf,-0.0172
1.2700e-04,-0.04,inf,-0.0196
1.2720e-04,0,inf,-0.0148
1.2740e-04,0,inf,-0.0196
1.2760e-04,0.04,inf,-0.018
1.2780e-04,0.08,inf,-0.0228
1.2800e-04,0.08,inf,-0.0228
1.2820e-04,0.16,inf,-0.0236
1.2840e-04,0.12,inf,-0.0196
1.2860e-04,0.2,inf,-0.0204
1.2880e-04,0.16,inf,-0.0172
1.2900e-04,0.2,inf,-0.0188
1.2920e-04,0.24,inf,-0.018
1.2940e-04,0.24,inf,-0.018
1.2960e-04,0.2,inf,-0.0212
1.2980e-04,0.24,inf,-0.0212
1.3000e-04,0.28,inf,-0.0188
1.3020e-04,0.36,inf,-0.0172
1.3040e-04,0.32,inf,-0.0156
1.3060e-04,0.32,inf,-0.018
1.3080e-04,0.32,inf,-0.0164
1.3100e-04,0.4,inf,-0.0204
1.3120e-04,0.4,inf,-0.0148
1.3140e-04,0.4,inf,-0.0196
1.3160e-04,0.4,inf,-0.014
1.3180e-04,0.44,inf,-0.018
1.3200e-04,0.44,inf,-0.0092
1.3220e-04,0.44,inf,-0.0164
1.3240e-04,0.44,inf,-0.0084
1.3260e-04,0.44,inf,-0.0188
1.3280e-04,0.48,inf,-0.0116
1.3300e-04,0.44,inf,-0.0196
1.3320e-04,0.44,inf,-0.0108
1.3340e-04,0.48,inf,-0.0148
1.3360e-04,0.48,inf,-0.0076
1.3380e-04,0.44,inf,-0.0116
1.3400e-04,0.44,inf,-0.0068
1.3420e-04,0.4,inf,-0.01
1.3440e-04,0.44,inf,-0.0116
1.3460e-04,0.4,inf,-0.0124
1.3480e-04,0.44,inf,-0.0092
1.3500e-04,0.44,inf,-0.0092
1.3520e-04,0.36,inf,-0.0052
1.3540e-04,0.36,inf,-0.0036
1.3560e-04,0.32,inf,-0.0044
1.3580e-04,0.4,inf,-0.0052
1.3600e-04,0.32,inf,-0.0084
1.3620e-04,0.32,inf,-0.0084
1.3640e-04,0.28,inf,-0.0084
1.3660e-04,0.28,inf,-0.0044
1.3680e-04,0.2,inf,-0.0028
1.3700e-04,0.24,inf,-0.002
1.3720e-04,0.24,inf,0.0004
1.3740e-04,0.2,inf,-0.0012
1.3760e-04,0.16,inf,-0.0036
1.3780e-04,0.12,inf,-0.002
1.3800e-04,0.08,inf,-0.0036
1.3820e-04,0.12,inf,-0.0028
1.3840e-04,0.08,inf,-0.0028
1.3860e-04,0.04,inf,0.0004
1.3880e-04,0.04,inf,-0.0004
1.3900e-04,0,inf,0.002
1.3920e-04,0,inf,-0.0036
1.3940e-04,-0.04,inf,0.002
1.3960e-04,-0.04,inf,-0.002
1.3980e-04,-0.08,inf,0.0044
1.4000e-04,-0.08,inf,-0.0004
1.4020e-04,-0.2,inf,0.0036
1.4040e-04,-0.16,inf,0.002
1.4060e-04,-0.16,inf,0.0052
1.4080e-04,-0.16,inf,0.0012
1.4100e-04,-0.28,inf,0.002
1.4120e-04,-0.28,inf,0.002
1.4140e-04,-0.32,inf,0.0028
1.4160e-04,-0.28,inf,0.0036
1.4180e-04,-0.36,inf,0.006
1.4200e-04,-0.36,inf,0.006
1.4220e-04,-0.4,inf,0.0052
1.4240e-04,-0.4,inf,0.0076
1.4260e-04,-0.4,inf,0.0004
1.4280e-04,-0.4,inf,0.0012
1.4300e-04,-0.44,inf,-0.0004
